Comments,neg,neu,pos
Israel snipers = later blame hamas... What a tactics... Uncivilzed zionist,0.8336876,0.15772158,0.008590793
"When asked why the Israeli forces were shooting dead protesters at the Gaza crossings,
Michal Maayan â ""Well, we can't put all these people in jail.""",0.88087994,0.11489798,0.0042221425
"They were told not to return, warned over and over again. Sent fliers not to return. But still they tried. Shots fired in air did not deter them so they were shot in the legs. A couple died. It is a war. If told not to return - donât!",0.9308687,0.06538123,0.0037500414
"All the while, the Hamas government of Palestine praise them for being killed.",0.8869561,0.10915587,0.0038880238
"Dafna Elyakim is only 14 and is held imprisoned by Hamas with her sister Ella.Her father was killed, and she was there when it happened.
Her father's partner was forced to lure even more children out of their homes, so that Hamas ...",0.8752583,0.119920924,0.004820722
Idf is a terrorist organisation,0.9298473,0.06660375,0.0035489216
"The plight of the Palistinians is not just like aparthied or holocause/genocide. It is like slavery.

The Israelis occupy and settled on enslaved Palistinian land, which they profit and benefit. When they dismantle it, they will compensate the settlement land owners/thiefs",0.76677734,0.22001491,0.013207635
"This video is from the video to your toe. After a second of this, there is more room for use in the wortels, so there is a large open source in the moedized environment, and it is better to use it on the profit (you can also find it with them).",0.010356554,0.2610789,0.72856456
Imagine losing your kid.,0.84130734,0.1480369,0.010655801
Nobody could see the sniper but our âindependentâ journalist,0.4363984,0.5234343,0.04016734
You mean they killed without raping first?  Perish the thought!,0.80054295,0.18502054,0.01443647
They were told not to go back north. FAFO!,0.6828144,0.29774126,0.019444305
"Officers should, as per S60AA have told him to remove his face covering prior to offering him words of advice. 
@metpoliceuk",0.23649347,0.73026866,0.033237837
"Mollycoddled by police, no wonder they keep doing it",0.8177818,0.16919589,0.013022332
Why allow the face covering and the pandering of please come down,0.7247579,0.26850778,0.0067342715
Expel these extremists from the UK immediately,0.88941723,0.106504135,0.0040785936
Awww tea for 2,0.019263662,0.635693,0.34504336
"HISTORY: ILLEGAL JEWISH IMMIGRANTS ENTER PALESTINE

The ship ""Henrietta Szold,"" carrying more than 500 Jewish ""illegal"" immigrants from Greece to Palestine, arrived in Haifa on August 14, 1946. British authorities immediately internedâ¦",0.61893,0.3596107,0.021459347
"How many young Muslim men would it take to march on London, not to protest or climb statues, but to storm our Parliament & seats of government? The police would be too weak to stop them so the Army would have to be called in. And would we have enough soldiers and tanks to do so?",0.71846336,0.27102646,0.010510134
Don't ask. Rag him off.,0.5680328,0.4093288,0.022638375
I thought I saw the met police saying they would remove face coverings earlier,0.3747233,0.5993931,0.025883548
No arrest,0.27980796,0.65221405,0.067977995
What about his face covering? I thought they weren't going to be allowed.,0.65541226,0.33369198,0.010895826
I thought face coverings are not allowed ,0.71046203,0.2762623,0.013275609
"Please come down Sir...

Pathetic.",0.6625969,0.30816886,0.029234305
"""Two Tier"" policing at its finest. When will 
@metpoliceuk
 get their act together ?",0.72650534,0.24383964,0.029655
"Instant arrest for climbing statues and wearing face covering 
@metpoliceuk",0.5644528,0.41030204,0.025245206
Medieval people in 2023 London,0.095742404,0.8675384,0.036719184
Please come down sir!!!  Words fail me,0.84134924,0.13407469,0.024576081
Absolutely disgusting vile ppl ,0.9562485,0.03623224,0.0075192777
"Get him a cup of tea, it wasnât on the leaflet!",0.35770112,0.5442786,0.09802031
Deport this disgrace.,0.9544014,0.041767877,0.0038307
how sweet our police to muslims,0.16541071,0.56143945,0.27314985
Remove that face covering,0.61055213,0.37470713,0.01474072
Why has he got his face covered?,0.40759614,0.5695466,0.022857293
"What happened to zero tolerance on face coverings 
@metpoliceuk
 ?",0.54684466,0.43234918,0.020806156
Too many words. The police officer should have arrested him,0.8101634,0.17745668,0.012380005
"Why is his face covered? 
Why isn't he being told to uncover?",0.550242,0.43897706,0.010780903
I imagine the policeman is giving him the recruitment pitch on how important it is that they employ people like him.,0.11027443,0.612281,0.27744457
When you're marching in the day but got to be back to dry nans dishes at tea time,0.29317188,0.66681045,0.04001776
The police officer was being way too polite here,0.6360927,0.32151735,0.042389963
I thought no one was allowed to have their face covered ,0.6650018,0.3208108,0.014187446
While the police say please come down sir ,0.31067118,0.63943255,0.049896274
"No respect, no integration",0.7119446,0.2712435,0.016811917
You need to come down Sir. No mention of face covering under Sec.60 #MetPolice,0.58667856,0.39370683,0.019614616
Look at the cowards with their faces covered.,0.95437086,0.04290666,0.0027224517
Canât be surprised at this point,0.2744361,0.6275376,0.098026276
"Boris told them that they needed to order water cannons to deal with any disruptions in the capital but they wouldnât listen would they. Then along comes Khan who drags the countryâs Capital City down into the gutter.
KHAN OUT.",0.84298843,0.14632718,0.010684391
"Brazen challenge to police authority which is now non existent well done 
@metpoliceuk",0.43096527,0.4941968,0.07483793
Should have been arrested and deported,0.8504573,0.14324605,0.0062966705
Pull them off ffs !,0.73012906,0.24386154,0.026009478
"Police: excuse me sir. Iâd be awfully grateful if you wouldnât do that. Sorry for interfering with your plans & any inconvenience cause. Letâs go & have a cuppa, chaps. . No. Get off that monument now! Or your nicked!",0.6208785,0.30027467,0.07884673
and take it's bloody disguise off!,0.78581536,0.18424249,0.029942164
"Masked, tea towel ws",0.13748674,0.81026757,0.052245606
"Usual face covered, as theyre so proud of their cause naturally...",0.015045472,0.27473196,0.71022254
No batons predictably.,0.17936699,0.74424255,0.07639037
Why in earth are they allowed to walk with their faces covered?????,0.89156616,0.10459062,0.0038431853
"FFS ""Please come down sir""",0.19056386,0.7499803,0.05945589
Still allowed to cover their faces!,0.39567715,0.5301358,0.0741871
"If that was a white guy they would not ask, they would drag him down and beat him. Two tier policing again.",0.89471376,0.10083259,0.004453625
Pull him down! ,0.40483937,0.52528876,0.06987184
They should have taken his tea towel off his face then locked him up. Thatâs what real police would have done.,0.72095543,0.26051536,0.018529162
Police allow him to continue to conceal his identity even after committing a crime (for which we was not arrested of course).,0.5610435,0.42007545,0.01888109
Get off the art you disgusting people show some respect,0.9659128,0.030893426,0.0031937608
"You need to come down sir if that ok with you, it's fine if not. Sorry, Carry on.",0.17522506,0.6866895,0.13808538
Get your baton out then,0.36444587,0.5938554,0.04169872
"Proud to be a PrimeXBT partner, an industry-leading exchange with low fees, a user-friendly interface, and outstanding support. 

â¦

Use promo code ""DPA"" to receive up to $7,000 on your deposit. 

If you've found my content helpful over the years,â¦",0.0015051292,0.036236808,0.9622581
Not worth mentioning his jihad face covering then?,0.6609128,0.32833654,0.01075066
Why wasn't he told to remove his face covering ?,0.3952463,0.59042203,0.014331671
"Just look how these pathetic copper doesnât tell him to take of his head covering to hide his ID 
Pathetic",0.91236424,0.08053619,0.007099593
"You're not a cancer cell. They're the cancer. All the deceived people who fell for propaganda are the damaged cells. And you are the cure!

Keep up the excellent work! ",0.32875702,0.3748683,0.29637465
"I know, but in this bizzaro world, I am.",0.47095934,0.4655822,0.063458435
"This Rabbi stresses the importance of keeping Christians and Muslims fighting. They LITERALLY bank on it. 
#ApartheidIsrael",0.54672706,0.4109135,0.0423594
"Well they didn't succeed in their propaganda anyway, it was massive L for 
@elonmusk
 as he will be remembered as a genocide enabler in history books",0.92442155,0.07192763,0.0036508185
"They're losing PR despite spending hundreds of million dollars per week, do they had to pull this stunt off ",0.8024153,0.18354711,0.014037519
"Great video - Netanyahu voice was on point 

Itâs clear Elon has his role to play 

They wouldnât have allowed just anyone to buy Twitter.",0.055444144,0.24161045,0.7029455
At least he won't get JFK'd now and the platform stays up,0.110237315,0.68342763,0.20633507
"The thing is other than all what 
@Lucas_Gage_
 said is right he nailed the Bibi voice and accent",0.05288489,0.47300535,0.47410977
Jewish newspapers debunked #IsraelisGenocidalState claims.,0.7252714,0.26471385,0.010014741
"The USA gets Israeled.
#DefundIsrael",0.7020008,0.2800607,0.017938506
"The United Slaves Of America -
American slaves in #IsraelApartheidstate on illegally occupied #Westbank",0.7867038,0.20480154,0.008494635
"Elon wants to invest in Greater Israel expansion. New beach front real estate now available in Gaza, that'll be profitable for him. There's no point in gettin' pissed off, Musk is just another billionaire who has his own interests and ambitions.",0.20852529,0.52084035,0.27063435
"âI would not have â¦. all the jews. I would leave some alive to show the world why I â¦.. themâ

AH",0.6491687,0.3207131,0.03011818
"Arab Christians speak out, how American Christians are paying for #Zionists to MURDER them. (US churches invest in weapons stocks). 
#ApartheidIsrael should not receive 1 USD. Abolish #AIPAC & Citizens United. 
#PalestineHolocaust both Muslims and Christians believe in 'Jesus'.â¦",0.80161697,0.18967998,0.008703009
"The shells were still on the bullets, unfired bullets. 
Musk doesn't want to end up like Andrew Tate.
Watch how quick they'd accuse him of rape.",0.7176702,0.26834455,0.013985258
Preach brother,0.067783475,0.6717351,0.2604814
"Hey Lucas 
Did you see this movie yet?  Itâs a 
Good one â¦..pretty intense!",0.005593453,0.05396865,0.94043785
"9 minute video showing how #AIPAC blackmails the US congress.
Epstein = Mossad agent, he said that in his book. It's called Friends Of Israel pac in the UK.
I wouldn't be surprised if he's still alive.
The ONLY issue #DNC and #GOP agree on is #IsraelApartheidstate . They agree onâ¦",0.5536569,0.3898671,0.05647598
"As a holocaust survivor, I found this post to be deeply antisemitic.",0.9579931,0.039788906,0.0022180574
"Lots of talk about what didn't happen on October 7th. 
Let's talk about what DID happen
THIS IS WHAT THEY DON'T WANT YOU TO KNOW",0.6783709,0.29380137,0.027827762
World War 3 has already begun. Find out what role the United States plays in this free book & audio book.,0.34547466,0.57811886,0.076406434
"âNo matter what they (the zionists) do, the world knows.â May you and your family stay safe Lucas. Continue to spread the truth far and wide ",0.071114056,0.5750376,0.3538484
"2. + (cont)...put a baby carrier on The Satanic Elon MuskRat & showed him an crib, just to reminded him there's two sides to his story about crib death. lonE skuM Ben Compromised #zionistcenshorship #Elonmusk",0.53122735,0.4281428,0.040629953
"May Allah Bless you with safety, Health and Guidance.
Hope to see you as a muslim brother.
Will pray for you.",0.0051001855,0.16211604,0.8327838
"This is manhood, to find a goal and fight for it. This is how the ancestors of some of us used to travel in order to fight in noble battles to expel the colonialists. I salute your courage.",0.041522574,0.31544942,0.643028
"Bibi is probably gonna invite Beyonce next, just to convince the world he's doing the right thing ",0.011242954,0.3194118,0.66934526
"Daaamn man, you really sound like bib when you mimic his voice, lol",0.3451675,0.4896483,0.16518426
He went to Israel for re-education.,0.74327385,0.25050497,0.00622113
"And yes, #TheBoyAndTheHeron, Miyazaki's new film, is inspired by a cult book in Japan.

To better understand the latest creation from Studio Ghibli, we invite you to read i
",0.003586004,0.3725475,0.62386656
"nice rant

true",0.009890468,0.13517778,0.8549317
I'll get circumcised again!,0.78615886,0.19494203,0.018899154
That impression of Elon was clutch,0.017185077,0.36061504,0.6221999
god bless you brother,0.00412832,0.07950765,0.916364
Hear hear ,0.16914669,0.6857834,0.14506999
Well said !!! Respect,0.013265258,0.11985741,0.8668773
Thank you!!!!!,0.0030585069,0.034627974,0.9623135
"BREAKING:

Euro-Med Monitor says Israel is harvesting organs from hundreds of dead Palestinians they hold  twitter.com/the_newarab/stâ¦",0.80350345,0.1908949,0.005601673
Absolutely spot on dude.,0.031605992,0.2697256,0.6986684
"Golda Meir, ""We can forgive the Arabs for killing our children. We cannot forgive them for forcing us to kill their children. We will only have peace with the Arabs when they love their children more, than they hate the Jews."" This is still true today in 2023",0.44533455,0.4479112,0.106754296
Inspiring.,0.008992024,0.1694333,0.8215747
I'm embarrassed at how bad I did ,0.91455096,0.07372181,0.011727253
My reaction,0.14973196,0.721537,0.12873098
The Netanyahu voice impression is on point LOL,0.019425638,0.22509533,0.75547904
Bro you are A GOD's WORRIOR .,0.8116539,0.16325743,0.025088653
I think Zionist have videos of Elon masturbating.,0.5571149,0.42689613,0.015988952
"The occupation forces force the young man Osama al-Rajabi to demolish his own house in Beit Hanina, Jerusalem, under the threat of severe penalties and hefty fines. #News",0.8864866,0.10969048,0.0038229786
"I have never seen such a brave man like you in my entire life Lucas, respect",0.037525333,0.15227461,0.81020004
Look into Larry Sommers of open AI.,0.029820697,0.8413938,0.12878554
"Supporting the right thing without being attached to any movement is the best thing you can do for the world.

Too many are caught up in the tribal team picking aspect like this is a football match...",0.06848306,0.33440223,0.59711474
FREE PALESTINE,0.07827127,0.716258,0.20547071
The Zionists bless you... O representatives of the Islamic world,0.42308944,0.47861022,0.09830039
"A beautiful way to say goodbye to our favorite anime...

The latest opening of #AttackOnTitan is a true masterpiece to listen to until the end of time.

And we explain why.
",0.005817499,0.045916386,0.94826615
Msikinna....heartbreaking,0.7048514,0.27248624,0.022662308
Brother are you from Gaza we truly adore you we love you so much but we can't do anything we are just bycotting and doing social media awareness in people to stand for you our goverment officials are doing nothing for you i don't have words for you even i want to welcome you all,0.07633623,0.16541755,0.7582462
Listen to this,0.042590026,0.78197974,0.17543022
Free the hostages,0.33055153,0.62987876,0.039569736
"She's saying "" Death to Israel""",0.76473045,0.22497313,0.010296468
Stop the genocide in Gaza! Stop the Israeli barbarism!,0.94924605,0.04728607,0.0034678655
In solidarity with ,0.011448411,0.47339728,0.5151543
Over 3000 pro-Palestine in northern Spain formed a massive mosaic with human chain depicting the Palestine flag to express their solidarity with Palestinians ,0.10557092,0.7625611,0.13186808
Liars,0.86979157,0.113671534,0.016536986
GOD BLESS YEMEN,0.012402915,0.17434096,0.8132561
We Yemenis are with the people of Palestine with all our forces and we will not leave them or let down their victory until victory,0.06143242,0.5925046,0.346063
Stand with Palestine,0.09349288,0.7823009,0.124206215
" #Breaking: Journalists Wael al-Dahdouh & Samer Abudaqa, reporting near a school in Gaza, were just injured.

Reminder: Since Oct 7, Israel has killed over 80 journalists, targeting those who dare to reveal their military's brutalities and terrorism. A clear assault on pressâ¦",0.949654,0.04823521,0.0021107648
The whole world does! ,0.07756777,0.47880703,0.44362515
Pray for Palestine ,0.055914607,0.71688056,0.22720481
"This is in Jordan since the beginning of the Israeli aggression on Gaza. They're chanting pro-Hamas slogans. ""all Jordanians are Hamsawyah ""which means all Jordanians are Hamas. 
This thing worried the American embassy. ",0.8010145,0.1885932,0.010392395
Pray for them,0.040743515,0.63482314,0.3244334
"take a good look...
   This man, whom they threw to the ground and kicked in the head many times, is a Journalist with a PRESS CARD.

   Believe me, if it were the police of our country and not the Israeli police in this video, if they had thrown such a journalist to the groundâ¦",0.7708195,0.21214685,0.017033603
#Yemen isnât joking..,0.44802576,0.48541662,0.06655759
"The failed Zionist narrative...
Doctor Nasr Imad Al-Madhoun is photographed by the Nazi Zionist army after he was kidnapped from Kamal Adwan Hospital and presented to the public naked while carrying a weapon..

This is a criminal, sadistic, and failed Nazi enemy.",0.955333,0.04245203,0.0022149172
"Or is she trying to revive her son, who is infected with Jenin camp, after the occupation was prevented.#The Gaza war #Gaza_Aza",0.5821353,0.39914584,0.018718837
We support Gaza,0.015989497,0.29621205,0.68779844
"Calling out free people of the world.

20th of December!

Take out your money from banks, convert it to gold. Bleed the banks dry. 

Hurt our complicit governments. Stop the genocide. Repost! Like!",0.6189799,0.3296386,0.05138147
Free Palestine ,0.16074264,0.65347373,0.18578368
We stand with humanity,0.0127157895,0.37140274,0.61588144
May they lose more ,0.7515258,0.23133801,0.017136158
"O Allah, protect and bring peace to Palestine. Ease their struggles and grant them justice. (Ameen)
#BoycottZara",0.055002507,0.69530314,0.24969427
Why do Love disappeared after marriage?,0.4912464,0.48869744,0.0200561
"Oh God, keep children in Palestine from all harm, and make them an asset for their country and the Islamic nation.",0.74149764,0.24458067,0.013921715
"O Allah, bless our master Muhammad, a prayer that we will save from all the horrors and pests, and all the needs are required, and we purify us from all bad deeds, and we raise them with you with the highest degrees, and inform us of the maximum purposes of all good things, and on his family and companions and grant us a lot",0.005529508,0.19260205,0.80186844
"Siyonist Yahudiler Katliam YapÄ±yor Hac Ve Mekke ZabÄ±tlarÄ± Ebu CHIHIL'IN TorunlarÄ±r!
The protectors of Hajj and Mecca are the GrandChildren of Abu Jahl! #Israilkatlediyor #Ebuuyeyde #hayirlicumarlar # Ø§ÙÙÙÙØ­Ø¯Ù #Heartattack #Kuduz |Yemen |Ø­ÙØ§Ø© Ø§ÙØ­Ø¬Ø¬ ÙÙÙØ© ÙÙ Ø£Ø¨Ø§Ø¯ Ø£Ø¨Ù Ø¬ÙÙ!",0.191596,0.7312809,0.077123135
"ÙÙØ±ÙÙÙØ¹ÙÙÙØ§ ÙÙÙÙ Ø°ÙÙÙØ±ÙÙÙ
The mention of my Prophet will always be high",0.020974917,0.7530165,0.22600856
"A clip that burns the heart/{Some of them are those who spent we love it, and some of them are waiting for them and what they changed
It is not the one who met God on the martyrdom is the poor, but the poor one who remained with the two spectators.

We seek refuge in God from the oppression of men",0.17861086,0.6386827,0.18270639
"We Stand with Humanity, We Stand with Palestine ",0.014178869,0.5196404,0.4661807
 ISRAEL IS A TERRORIST STATE! ,0.9593765,0.03615496,0.004468526
"May Allah continue to give courage to such a country and the rest of the countries that are sitting quietly, the powerful countries, give them a reason to stand up. There is no one to ask them",0.022670582,0.37402773,0.60330164
"The owner of this clip was martyred, pray for him with mercy",0.30276775,0.6199913,0.07724096
"Read the article ""Houthi Movement"" in Wikipedia : ",0.10078736,0.84510314,0.05410946
Wow,0.024311334,0.32793948,0.6477491
"â [We] did not come here to sign our death warrant. We came here to fight for 1.5C and for the only way to achieve that: a fossil fuel phase-outâ¦We will not go silently to our watery graves."" 
@SenatorJSilk
  Minister of Natural Resources and Commerce -Marshall Islands #COP28",0.29210868,0.59865165,0.10923964
Stand with Palestine ,0.08097318,0.7438433,0.17518353
Albert Einstein defending Humanity and showing concern about Palestine,0.027562447,0.6553673,0.31707028
Huge gathering in solidarity with palestine  in Yemen.,0.02403127,0.60880435,0.3671644
"Hey brother who scares like this
Will the child die in a joke
#Unprofessore2
#SISMO
#AUSVSPAK",0.8848459,0.10936605,0.0057880874
Great ,0.026402805,0.20950721,0.76409
Peace Love we want,0.01958756,0.3210342,0.6593783
Jackson Hinkle should move to Gaza.,0.20723554,0.7638572,0.028907245
The Egypt should just let people through and the invasion on Gaza will stop then and there.,0.3639562,0.5952909,0.0407528
"Masha Allah, it will be like this one day or the other, Inshallah, it will be with Palestine and may Allah help them.",0.020046296,0.69027704,0.28967673
I wish every muslim country stand like this,0.2481525,0.6652655,0.08658202
Close-up : What Yemen under the Houthi movement looks like (2) :,0.15730728,0.82495236,0.017740376
Gaza,0.28687713,0.58203745,0.13108538
We stand with Palestine,0.029396627,0.58046037,0.390143
Thank you so much Yemen government and Yemen people's.,0.0045348136,0.049951434,0.9455137
I stand with Palestine,0.0316777,0.62123805,0.3470842
"âItâs completely inappropriate for an autocratic state â even at armâs length â to be the owner of The Telegraph and The Spectator.â -ex-MI6 Chief-Sir Richard Dearlove, 
@guardian
 . #Telegraph #uk",0.85032314,0.13835205,0.011324734
We All stands with Palestine ,0.020673098,0.5190866,0.46024027
Israel has no history but criminal record,0.9131405,0.08322453,0.0036349366
Indeed,0.12945338,0.607163,0.26338366
Save Palestine,0.20153023,0.69149405,0.1069757
Yemen stand,0.11931854,0.7711221,0.10955936
Proud of Yemen!! Better than Saudis ngl,0.004477939,0.04272219,0.95279986
There is no god but God alone who has no partner.,0.48462343,0.48529768,0.03007891
Stand with Gaza,0.09926795,0.79458493,0.10614703
Free Gaza,0.17969495,0.6918204,0.12848465
bitter truth,0.43021777,0.5129213,0.0568609
Save gaza,0.14517576,0.70949507,0.14532913
We stand with peatine,0.015252823,0.52432007,0.4604271
Solute for yamen,0.038905952,0.7604745,0.20061953
Yemen are taking it too personal. They are taking the elder brother position that should be taken by Iran.,0.56434715,0.42154038,0.0141124055
long live hamas,0.033943012,0.55971885,0.40633816
All solidarity with Palestine ,0.021895891,0.5017708,0.47633326
Close-up : What Yemen under the Houthi movement looks like :,0.18159284,0.8003698,0.018037401
"âWorking for a UAE newspaper was fabulous - until we were censoredâ -
@Telegraph
 . #UAE",0.10934061,0.36582428,0.52483505
And that is not even the whole country,0.44738778,0.5057216,0.046890568
Must watch coverage. . . HELP IS NEEDED,0.084682085,0.3602341,0.5550838
This gives me peace,0.0028821474,0.05159218,0.94552565
Good,0.06079336,0.3294277,0.60977894
"There was a Yemeni but a traitor.. 
@JustLuai",0.74607205,0.24017656,0.013751444
We stand for justice and peace,0.019532481,0.40992573,0.5705418
The only country who has spine to stand against all the odds.,0.01883018,0.3754045,0.60576534
"world should unite, embrace peace and humanity",0.0072698505,0.17095293,0.8217772
Proud yemeni,0.00377663,0.1179237,0.8782997
Allahuakbar Allahuakbar,0.13918573,0.80925024,0.051563926
Save palestine save humanity,0.20352428,0.64392674,0.15254898
May Allah bless the innocent people of Palestine,0.036754753,0.2767233,0.68652195
"Absolutely COLOSSAL protest for Palestine happening today in Yemen.

The resilient Yemeni people have been marching, in their millions, every week and weekend since October 7th, showing unwavering solidarity with Gaza.",0.050111506,0.5623648,0.38752362
Historic gathering,0.031270187,0.8413806,0.12734927
that's a million people,0.2697478,0.64434916,0.085902974
Yemen people  love you guys for this. For our brothers and sisters and little kids of Palestine,0.0047609718,0.044235744,0.9510033
"ÙØ¹ ØªØ±Ø¬ÙØ© Ø¥ÙØ¬ÙÙØ²ÙØ© | ""There is an English translation for the article.""
ten myths about israel 
Ø¹Ø´Ø± Ø®Ø±Ø§ÙØ§Øª Ø¹Ù Ø¥Ø³Ø±Ø§Ø¦ÙÙ 
Ø§ÙÙØªØ§Ø¨ Ø§ÙØ°Ù ÙØ¬Ø¨ Ø£Ù ÙÙÙØ±Ø£ ÙÙ ÙÙ Ø§ÙØ¹Ø§ÙÙ",0.23304372,0.70894635,0.05800993
Lol. They come in tanks & leave in helicopters,0.17896596,0.6905371,0.13049693
" Don't miss the chance to participate in the 
@QubixInfinity
 Giveaway and Win BIG! Hosted on 
@TDXbiz
! 

 Engage daily in Qubix games & TDX tasks
 Aim for the top in games & socials
 Top 10% share an extra 100 USDT

 A chance to win big with Qubix!  

#Giveaway #Gaming",0.00256102,0.09603202,0.9014069
"We stand with humanity,we stand with Palestine ",0.014779126,0.4163642,0.5688567
I stand with palestine,0.07665315,0.7069311,0.2164157
Every conscientious person stands with Palestine. Standing with the oppressed is a sign of being conscientious. Love Palestine,0.019381298,0.2236053,0.75701344
Stand only to protest but Israel is winning the fight,0.31451473,0.61971724,0.065768026
So what? They're all Muslims there,0.39720768,0.5885215,0.014270901
We support Palestine,0.01983223,0.3892772,0.5908905
All world stand with palestine,0.101359546,0.7359309,0.16270958
"They are the people of dignity and pride, the beloved people of Yemen.",0.0033725675,0.082509436,0.91411805
"Join this TG Group For Stronger Ones,, Here Where It All Happens!!

 Join Here  ",0.0026926298,0.21699704,0.7803103
Sure,0.11218613,0.51259357,0.3752203
That's good,0.0031415164,0.023241991,0.97361654
World was so peaceful without israel,0.22974049,0.5392426,0.23101687
"We are Palestine, I'm Palestine, my heart weeps, I pray Allah to send some one to help our Palestinians",0.061036926,0.54737693,0.39158618
"Jackson, thanks for sharing this.
Wow the protest is big.",0.008289386,0.07079334,0.9209173
#JoeBidenisaLiar #Israel_terrorist,0.85987324,0.13191073,0.008216
Pakistan stand with Palestine,0.051448114,0.84441656,0.10413533
We support humanity and peace,0.012044174,0.25605416,0.7319017
Save Gaza,0.18244576,0.6767156,0.14083862
"Meet the Accidental VC of Blume Ventures, 
@sajithpai
 :) 
After a two-decade long stint in Media & Entertainment, he embarked on a VC journey, shaping the startup ecosystem.

Join him for an insightful AMA Tomorrow at 4 PM 
@JoinHoodApp


#AMAwithSajith",0.003104035,0.29638678,0.70050925
yeman i love you and Palestine you also ..,0.00618975,0.063788384,0.9300218
It was amazing ,0.005188624,0.030800832,0.9640106
We support humanity,0.009631621,0.21740694,0.77296144
This is a sea of people,0.3140633,0.610658,0.07527868
Lets talk about peace n justice for all,0.025557423,0.49492058,0.47952196
Wow the population is massive,0.02151668,0.18320906,0.79527426
Yet wonât take 1 single Palestinian.,0.60231495,0.3763783,0.02130675
Wow this crowd ,0.007495451,0.095869355,0.89663523
"Proud to take all my trades at PrimeXBT for the last 2+ years, a top-notch, underrated exchange. Join today: 

Fast fills, custom UI, multiple assets, and low fees.

If my content has been helpful to you, give this platform a try with my referral link. ",0.0012686618,0.03133888,0.96739244
Finally someone stood with the needy ones.,0.08399665,0.63436794,0.28163534
World want peace,0.07234331,0.6158248,0.31183183
Difficult Allahamduillah,0.21708594,0.7417306,0.041183446
More respects for these people,0.042534575,0.3680927,0.58937275
Yemen is the onky country who is showing a great support to Palestine,0.008692512,0.13121793,0.86008954
Solidarity,0.028334253,0.531888,0.4397778
What a crowd,0.15872931,0.4029809,0.43828973
"I don't stand with anybody,I stand with humanity, shun terrorism of any kind",0.34864026,0.5761946,0.07516513
"CRASH TEST IDIOTS 2 (MULTIPLAYER) is NOW on Steam ! !

{Make Sure Sound is ON}
#CrashTestIdiots2",0.09065359,0.6921801,0.21716636
All the world stand with palestine not only yemen,0.07343936,0.72472554,0.20183508
I have always stand with Palestine ,0.017366935,0.4431732,0.5394599
"I would too, but the fact that they use dolls for there fake videos upsets me",0.9643008,0.033492684,0.002206573
Wow amazing,0.0056318124,0.062675186,0.931693
All humanity stands with Palestinian,0.03193653,0.5639874,0.4040761
Zionists attacked police and protesters in Chicago.,0.9140744,0.08338351,0.0025420403
Let there be peace,0.02613139,0.47431195,0.49955663
I WILL BE BACK TO READ THIS,0.009916585,0.29329208,0.69679135
Yemen stand with Palestine,0.05291086,0.8616181,0.08547095
So true!!!,0.011230924,0.112052634,0.87671643
"90% of 7/10 was done by the IDF and blamed on Hamas.

killing of 90% of own people at 7/10 is anti-Semitism.

IDF killed their own ppl who trusted them!!",0.9428372,0.053167816,0.003995
No wonder they do. Yemen has been getting the Gaza treatment for about 10 years with western weapons.,0.77516323,0.2132877,0.01154911
The world stands with Palestine,0.02208688,0.5082905,0.46962264
Crowd is massive.,0.029532028,0.3097117,0.6607563
IDF should pay a visit ,0.0957069,0.8293743,0.074918754
Free Palestine from Iseal,0.28519207,0.6669601,0.047847804
Honestly shocked Israel havent kidnapped you yet. Exposing them and what not,0.71147907,0.27122667,0.017294247
Human stand with Palestine,0.052626982,0.7751915,0.1721816
A generous gesture that admits how she and her friends have sprayed the Jerusalem with a Filsy man.,0.13730022,0.6663089,0.19639097
We are with Palestine. God save Palestine and innocent people there. ,0.08261698,0.47125715,0.4461259
"So the great Jackson Hinkle is defending a nation that fired on American troops and ships. I think it might be time for you to go back to mother Russia.

Tell your hero Vladimir Putin we said hi",0.68801135,0.28833458,0.023654085
The smell must be horrible.,0.9595935,0.036230844,0.0041756346
Ya they are all Muslim fanatics.  ,0.7141253,0.27394134,0.011933416
Authenticate your domain with DMARC to eliminate the risks of phishing and spoofing attacks.,0.42386627,0.54967767,0.026456036
Yemen!,0.11575873,0.6717283,0.21251298
"America stands with palestine as well.
The tides are shifting right.",0.056246374,0.70704037,0.23671328
Wow!!,0.013705418,0.12529784,0.86099666
"   Yemen supporting Palestine   
(and even Hamas) doesn't:
- Surprise me
- Persuade me",0.60902387,0.35854638,0.03242975
One outpost of terrorism stands with another.  Not even news.,0.6156174,0.35690457,0.027478078
"Do you agree
#FreePalestine",0.1371428,0.80195177,0.06090539
Yemen should let the refugees in.,0.16003138,0.7781014,0.06186726
As usual,0.37991652,0.53389466,0.08618876
far better than the people who just talk,0.3487894,0.503713,0.14749758
I stand with Palastine,0.00988259,0.52862346,0.46149394
While,0.20145065,0.6159847,0.18256466
"YEMEN 

Saudis didnât bombed them enough obviously.",0.8223963,0.16569357,0.011910133
"RIGHT! RIGHT! RIGHT! 
My God, Yemen ist the only Arab Country trying to defend helpless Palestine children and women. I canât get it right why Arab Countries donât dare a single second to military confront Israeli Army to saving Palestine children and womenâ lives. Arab Countriesâ¦",0.8656647,0.12066117,0.0136741465
Yemen is a terrorist state.,0.95283014,0.044862933,0.0023069442
Might get the Gaza treatment soon.,0.14142595,0.8249731,0.03360095
The most backward country in the world,0.9460473,0.049012788,0.0049399417
