Comments,neg,neu,pos
"Israel can have foot soldiers inform Palestinians not to advance to the north, and having snipers fire above is dangerous, to say the least during a ceasefire period. Israel, please use common, human sense.",0.8056221,0.18704008,0.007337855
Sky News is fake news,0.8823305,0.11093772,0.006731738
Her plastic surgeon needs to be fired!,0.9204381,0.07448643,0.0050754594
Because North Gaza is being ethnically cleansed,0.71535784,0.27729172,0.0073503857
ISREAL SNIPERS FIRED INTO CROWDS OF MEN WOMEN AND CHILDREN INJUREING AND KILLING TWO THIS HAPPENED TODAY THIS IS BEYOND DISGUSTING,0.97501254,0.022100084,0.0028873417
"Looking for your family members and going back to the houses IDF demolished is a serious threat to Israeli safety, right 
@JoeBiden
  and 
@JustinTrudeau
...it's all self-defense. Shame!",0.88711566,0.10627443,0.006609921
"I have never from day one believed Israel not to violate the ceasefire deal. They have never been honest and they will never be. Hypocrisy, lies and false propaganda is what they are good at. Why shooting at innocent women, children, old and men for returning back to the land...?",0.9519743,0.045203142,0.0028225547
"She acknowledged Palestinian children 
P45 in the post",0.22313184,0.7317732,0.045094997
#evil,0.72158515,0.25093734,0.027477404
.Wars and truces have their moral rules. Israel was established by gangs gathered from all countries of the world. Do not be rooted,0.77418536,0.2169436,0.008871055
Firing on noncombatants in other words. These are war crimes. The holocaust was horrible. But why are you as a people taking it out on the the people (muslims) that have historically protected the chosen people.,0.9373486,0.05937687,0.0032745192
People are trying to get back to collect animals and belongs :(,0.5565842,0.39146447,0.051951334
End the Gazacaust now!,0.5428268,0.41115576,0.046017446
How is this news this is what the Israeli Genocidal Force do on a daily basis. The IGF have murdered over 14000 civilians since the start of their Genocidal assault on the Palestinian people. #EndIsraeliGenocide,0.97219163,0.026019856,0.0017884878
Israel #nazi,0.8167574,0.16981375,0.013428847
"How is this even remotely acceptable, legal permissable....where is the UN? Where is sanity.
The Isreali Government is vile, loathsome and one can only wonder why it has US, UK and EU support.",0.95483965,0.04153138,0.0036289596
"Based on all statements and actions of Israel and its Western backers, they are trying to ethnically cleanse northern Gaza and annex it.

Some of us already said this, but people are not paying enough attention. And no politician is doing anything concrete to stop that.",0.7512314,0.23379451,0.014974147
A savage and brutal people. Their true nature has been unveiled.,0.93193483,0.06340501,0.0046602422
Twitter really didn't want to load this video.,0.94984025,0.04721956,0.0029402077
"I wonder how many of those planning to march on Sunday think this is Israel ""defending itself""?",0.56007713,0.4258657,0.014057212
Isnât that terrorism,0.5618007,0.41463438,0.023564918
"Isreali hostages.
Palestine prisoners.

We're on to you msm.",0.59215677,0.38667452,0.02116876
What's been happening lately -,0.19681005,0.7700625,0.033127487
And they were told not too ,0.3366178,0.62508917,0.03829304
Imagine what will happen after the 4 days,0.11246991,0.8305732,0.056956824
if true this is really abominable. Disgusting.,0.9747926,0.021886278,0.0033210684
Camera captures?,0.13253528,0.8056697,0.06179508
I think they said it was closed and to move to the South.,0.22794773,0.74733233,0.02471999
Hamas snipers!,0.7292515,0.25553352,0.015214934
Donât believe anything sky or bbc says anymore sorry,0.8690177,0.1221328,0.008849549
But won't show the footage. What a surprise.,0.48827782,0.44492427,0.06679796
"Irgun!
So much
CDN.",0.5239548,0.40647614,0.069569
Shame on the bringthemhomenow,0.86048454,0.12935531,0.010160221
This monkey nation will never be but promise,0.5071714,0.42076293,0.07206566
So where's the video?,0.14915219,0.8060198,0.04482803
VoTE blue nO maTTEr wHat!,0.2867994,0.5951192,0.11808137
Wasn't it part of the agreement not to return to the North because its still a war zone ? Ceasefire 7am hamas fire rockets at Israel 7.15am ,0.5231459,0.46154323,0.015310837
Israel breaks the cease fire,0.17421666,0.78530854,0.04047485
Not true.,0.6035609,0.37024435,0.026194708
"Itâs an unpalatable truth , but if a country is attacked it will fight back , if October 7th had not happened we would not be where we are today ,",0.46005136,0.48292044,0.057028215
the terms of the truce allowed movement from ânorth to south.â weâve known this for days.,0.27648288,0.65181243,0.07170477
"When an army tells you not to go somewhere, you should listen.",0.44416636,0.52335465,0.03247897
Over under for time to reaction?  2 days,0.19179724,0.7570122,0.05119057
Not true,0.45841154,0.5159405,0.025647955
They deserve it ,0.028207432,0.27502194,0.69677067
Source of news: hamas,0.093547605,0.86138314,0.04506934
"""But in the bloody arithmetic of Hamasâs leaders, the carnage is not the regrettable outcome of a big miscalculation. Quite the opposite, they say: It is the necessary cost of a great accomplishment>>",0.56753254,0.34155884,0.09090861
Release the hostages. That simple.,0.31924492,0.62151265,0.059242416
Outrageous lies. What proof has she that Israeli snipers were responsible as opposed to the far more likely Hamas/Isis snipers?,0.9063053,0.08964661,0.0040480485
"Reconnect with their Hamas family?
Every sane person would stay away from the war zone. Only Hamas fighters are eager to going back",0.60129935,0.36793998,0.030760653
Israel way to do business,0.1976615,0.7350418,0.06729666
They canât go back to the north according to the ceasefire agreement,0.31657186,0.6558734,0.02755473
"Fact check:

There is no evidence to support this claim.",0.5137699,0.46890372,0.017326428
Why do people dondumb things and blame israel? They were warned north Gaza is a war zone,0.90207964,0.09482181,0.0030985838
I donât think the war was declared over. What did they think would happen?,0.7156873,0.26785758,0.016455164
Could be Hamas soldiers getting back into position.,0.25415856,0.72514707,0.02069434
If only SkyNews could be trusted for somethingâ¦,0.39641583,0.5190716,0.084512584
"These are murders. And murders by military men of civilians during a war, this is a war crime.",0.9579734,0.039260257,0.0027663214
Thatâs Hamasâ M.O. Not the IDF!,0.7128865,0.26322767,0.02388579
"ABC of Israel DNA, killing civilians, children and women. What is new in what happened?",0.9238874,0.07321228,0.0029003033
They need to release the video if it's true.,0.06432361,0.86478907,0.07088732
This is 100% true,0.008201064,0.15070961,0.84108937
I guess all the fliers passed out telling people that returning is dangerous and forbidden were true.,0.7368819,0.25416172,0.008956356
Tell me again how it is Hamas that Can't be trusted to keep a Cease fire???,0.8041187,0.19089764,0.0049836715
The enemy is Islam.,0.7823239,0.20771115,0.009964982
History repeats itself.,0.4982815,0.46132618,0.040392376
Sky liars,0.8135016,0.17252089,0.0139775
"Much as every decent person hates war, I'd wouldn't mind seeing  Israel Defense Force having to confront a real army, whether the Syrian Arabs, the Russians or the Ukrainians . They're cowards",0.93582094,0.060042214,0.0041368296
Israel snipers = later blame hamas... What a tactics... Uncivilzed zionist,0.8336878,0.15772146,0.008590791
"When asked why the Israeli forces were shooting dead protesters at the Gaza crossings,
Michal Maayan â ""Well, we can't put all these people in jail.""",0.88088,0.11489789,0.0042221416
"They were told not to return, warned over and over again. Sent fliers not to return. But still they tried. Shots fired in air did not deter them so they were shot in the legs. A couple died. It is a war. If told not to return - donât!",0.9308688,0.065381184,0.0037500402
"All the while, the Hamas government of Palestine praise them for being killed.",0.886956,0.10915594,0.0038880275
"Dafna Elyakim is only 14 and is held imprisoned by Hamas with her sister Ella.Her father was killed, and she was there when it happened.
Her father's partner was forced to lure even more children out of their homes, so that Hamas ...",0.8752586,0.1199207,0.0048207147
Idf is a terrorist organisation,0.9298472,0.06660383,0.0035489283
"The plight of the Palistinians is not just like aparthied or holocause/genocide. It is like slavery.

The Israelis occupy and settled on enslaved Palistinian land, which they profit and benefit. When they dismantle it, they will compensate the settlement land owners/thiefs",0.76677763,0.22001468,0.013207634
"This video is from the video to your toe. After a second of this, there is more room for use in the wortels, so there is a large open source in the moedized environment, and it is better to use it on the profit (you can also find it with them).",0.010356573,0.26107898,0.72856444
Imagine losing your kid.,0.8413072,0.14803696,0.010655805
Nobody could see the sniper but our âindependentâ journalist,0.4363982,0.52343446,0.04016732
You mean they killed without raping first?  Perish the thought!,0.80054283,0.1850207,0.014436482
They were told not to go back north. FAFO!,0.68281406,0.29774162,0.019444337
"Officers should, as per S60AA have told him to remove his face covering prior to offering him words of advice. 
@metpoliceuk",0.23649389,0.7302683,0.03323782
"Mollycoddled by police, no wonder they keep doing it",0.8177818,0.16919589,0.013022339
Why allow the face covering and the pandering of please come down,0.7247576,0.26850808,0.0067342827
Expel these extremists from the UK immediately,0.88941723,0.10650416,0.0040785973
Awww tea for 2,0.01926379,0.6356942,0.34504196
"HISTORY: ILLEGAL JEWISH IMMIGRANTS ENTER PALESTINE

The ship ""Henrietta Szold,"" carrying more than 500 Jewish ""illegal"" immigrants from Greece to Palestine, arrived in Haifa on August 14, 1946. British authorities immediately internedâ¦",0.6189295,0.359611,0.021459438
"How many young Muslim men would it take to march on London, not to protest or climb statues, but to storm our Parliament & seats of government? The police would be too weak to stop them so the Army would have to be called in. And would we have enough soldiers and tanks to do so?",0.71846336,0.27102646,0.010510134
Don't ask. Rag him off.,0.56803334,0.40932834,0.02263834
I thought I saw the met police saying they would remove face coverings earlier,0.37472343,0.599393,0.02588355
No arrest,0.27980793,0.6522141,0.06797795
What about his face covering? I thought they weren't going to be allowed.,0.6554123,0.3336918,0.010895832
I thought face coverings are not allowed ,0.71046203,0.2762623,0.013275609
"Please come down Sir...

Pathetic.",0.6625971,0.30816862,0.029234277
"""Two Tier"" policing at its finest. When will 
@metpoliceuk
 get their act together ?",0.7265048,0.24384001,0.029655105
"Instant arrest for climbing statues and wearing face covering 
@metpoliceuk",0.5644525,0.41030222,0.02524525
Medieval people in 2023 London,0.09574198,0.86753875,0.036719225
Please come down sir!!!  Words fail me,0.84134924,0.13407467,0.0245761
Absolutely disgusting vile ppl ,0.9562485,0.03623224,0.0075192777
"Get him a cup of tea, it wasnât on the leaflet!",0.3577014,0.5442783,0.0980203
Deport this disgrace.,0.9544014,0.041767895,0.0038307034
how sweet our police to muslims,0.16541025,0.56143934,0.27315047
Remove that face covering,0.6105518,0.37470758,0.014740711
Why has he got his face covered?,0.40759566,0.56954706,0.02285732
"What happened to zero tolerance on face coverings 
@metpoliceuk
 ?",0.546845,0.43234885,0.020806143
Too many words. The police officer should have arrested him,0.81016296,0.17745697,0.012380027
"Why is his face covered? 
Why isn't he being told to uncover?",0.550242,0.43897712,0.010780904
I imagine the policeman is giving him the recruitment pitch on how important it is that they employ people like him.,0.110274345,0.61228085,0.27744478
When you're marching in the day but got to be back to dry nans dishes at tea time,0.29317206,0.6668102,0.040017713
The police officer was being way too polite here,0.63609004,0.32151937,0.042390592
I thought no one was allowed to have their face covered ,0.6650019,0.3208107,0.014187437
While the police say please come down sir ,0.3106715,0.63943225,0.049896248
"No respect, no integration",0.71194494,0.27124318,0.016811877
You need to come down Sir. No mention of face covering under Sec.60 #MetPolice,0.5866787,0.39370674,0.01961464
Look at the cowards with their faces covered.,0.95437086,0.04290669,0.0027224529
Canât be surprised at this point,0.27443632,0.6275373,0.09802635
"Boris told them that they needed to order water cannons to deal with any disruptions in the capital but they wouldnât listen would they. Then along comes Khan who drags the countryâs Capital City down into the gutter.
KHAN OUT.",0.84298843,0.14632717,0.010684397
"Brazen challenge to police authority which is now non existent well done 
@metpoliceuk",0.4309656,0.49419656,0.07483784
Should have been arrested and deported,0.85045755,0.14324577,0.006296661
Pull them off ffs !,0.73012877,0.24386175,0.026009502
"Police: excuse me sir. Iâd be awfully grateful if you wouldnât do that. Sorry for interfering with your plans & any inconvenience cause. Letâs go & have a cuppa, chaps. . No. Get off that monument now! Or your nicked!",0.6208786,0.30027464,0.078846775
and take it's bloody disguise off!,0.785815,0.18424274,0.029942224
"Masked, tea towel ws",0.13748683,0.8102677,0.05224552
"Usual face covered, as theyre so proud of their cause naturally...",0.015045486,0.27473235,0.7102222
No batons predictably.,0.1793669,0.74424267,0.076390386
Why in earth are they allowed to walk with their faces covered?????,0.891566,0.10459077,0.003843188
"FFS ""Please come down sir""",0.19056399,0.7499803,0.059455764
Still allowed to cover their faces!,0.39567685,0.53013605,0.07418713
"If that was a white guy they would not ask, they would drag him down and beat him. Two tier policing again.",0.89471364,0.10083269,0.0044536353
Pull him down! ,0.40483972,0.5252885,0.069871776
They should have taken his tea towel off his face then locked him up. Thatâs what real police would have done.,0.72095567,0.26051524,0.018529158
Police allow him to continue to conceal his identity even after committing a crime (for which we was not arrested of course).,0.56104356,0.42007536,0.018881086
Get off the art you disgusting people show some respect,0.9659127,0.030893447,0.0031937617
"You need to come down sir if that ok with you, it's fine if not. Sorry, Carry on.",0.1752256,0.68668914,0.13808526
Get your baton out then,0.36444554,0.59385574,0.041698772
"Proud to be a PrimeXBT partner, an industry-leading exchange with low fees, a user-friendly interface, and outstanding support. 

â¦

Use promo code ""DPA"" to receive up to $7,000 on your deposit. 

If you've found my content helpful over the years,â¦",0.0015051125,0.036236867,0.962258
Not worth mentioning his jihad face covering then?,0.6609127,0.32833666,0.010750674
Why wasn't he told to remove his face covering ?,0.3952462,0.59042203,0.01433168
"Just look how these pathetic copper doesnât tell him to take of his head covering to hide his ID 
Pathetic",0.91236436,0.080536075,0.007099587
"You're not a cancer cell. They're the cancer. All the deceived people who fell for propaganda are the damaged cells. And you are the cure!

Keep up the excellent work! ",0.32875714,0.37486827,0.29637456
"I know, but in this bizzaro world, I am.",0.47095954,0.46558204,0.06345842
"This Rabbi stresses the importance of keeping Christians and Muslims fighting. They LITERALLY bank on it. 
#ApartheidIsrael",0.54672706,0.41091344,0.042359505
"Well they didn't succeed in their propaganda anyway, it was massive L for 
@elonmusk
 as he will be remembered as a genocide enabler in history books",0.92442155,0.07192759,0.0036508185
"They're losing PR despite spending hundreds of million dollars per week, do they had to pull this stunt off ",0.8024153,0.18354717,0.014037511
"Great video - Netanyahu voice was on point 

Itâs clear Elon has his role to play 

They wouldnât have allowed just anyone to buy Twitter.",0.055444214,0.24161051,0.70294523
At least he won't get JFK'd now and the platform stays up,0.110237285,0.68342775,0.20633504
"The thing is other than all what 
@Lucas_Gage_
 said is right he nailed the Bibi voice and accent",0.05288499,0.47300553,0.47410956
Jewish newspapers debunked #IsraelisGenocidalState claims.,0.7252718,0.2647134,0.010014737
"The USA gets Israeled.
#DefundIsrael",0.70200074,0.2800607,0.017938519
"The United Slaves Of America -
American slaves in #IsraelApartheidstate on illegally occupied #Westbank",0.786704,0.2048014,0.008494641
"Elon wants to invest in Greater Israel expansion. New beach front real estate now available in Gaza, that'll be profitable for him. There's no point in gettin' pissed off, Musk is just another billionaire who has his own interests and ambitions.",0.2085248,0.52083987,0.2706353
"âI would not have â¦. all the jews. I would leave some alive to show the world why I â¦.. themâ

AH",0.64916885,0.32071298,0.030118152
"Arab Christians speak out, how American Christians are paying for #Zionists to MURDER them. (US churches invest in weapons stocks). 
#ApartheidIsrael should not receive 1 USD. Abolish #AIPAC & Citizens United. 
#PalestineHolocaust both Muslims and Christians believe in 'Jesus'.â¦",0.8016172,0.18967986,0.008703003
"The shells were still on the bullets, unfired bullets. 
Musk doesn't want to end up like Andrew Tate.
Watch how quick they'd accuse him of rape.",0.7176705,0.26834425,0.013985248
Preach brother,0.06778351,0.6717351,0.26048136
"Hey Lucas 
Did you see this movie yet?  Itâs a 
Good one â¦..pretty intense!",0.005593456,0.05396867,0.94043785
"9 minute video showing how #AIPAC blackmails the US congress.
Epstein = Mossad agent, he said that in his book. It's called Friends Of Israel pac in the UK.
I wouldn't be surprised if he's still alive.
The ONLY issue #DNC and #GOP agree on is #IsraelApartheidstate . They agree onâ¦",0.553657,0.38986698,0.056476038
"As a holocaust survivor, I found this post to be deeply antisemitic.",0.9579931,0.039788883,0.0022180574
"Lots of talk about what didn't happen on October 7th. 
Let's talk about what DID happen
THIS IS WHAT THEY DON'T WANT YOU TO KNOW",0.678371,0.29380122,0.027827747
World War 3 has already begun. Find out what role the United States plays in this free book & audio book.,0.34547535,0.5781183,0.07640627
"âNo matter what they (the zionists) do, the world knows.â May you and your family stay safe Lucas. Continue to spread the truth far and wide ",0.071114145,0.5750374,0.35384846
"2. + (cont)...put a baby carrier on The Satanic Elon MuskRat & showed him an crib, just to reminded him there's two sides to his story about crib death. lonE skuM Ben Compromised #zionistcenshorship #Elonmusk",0.53122777,0.42814237,0.040629912
"May Allah Bless you with safety, Health and Guidance.
Hope to see you as a muslim brother.
Will pray for you.",0.0051001813,0.16211589,0.8327839
"This is manhood, to find a goal and fight for it. This is how the ancestors of some of us used to travel in order to fight in noble battles to expel the colonialists. I salute your courage.",0.04152248,0.31544876,0.6430288
"Bibi is probably gonna invite Beyonce next, just to convince the world he's doing the right thing ",0.011242969,0.3194115,0.66934556
"Daaamn man, you really sound like bib when you mimic his voice, lol",0.3451679,0.48964798,0.1651841
He went to Israel for re-education.,0.7432738,0.2505051,0.0062211324
"And yes, #TheBoyAndTheHeron, Miyazaki's new film, is inspired by a cult book in Japan.

To better understand the latest creation from Studio Ghibli, we invite you to read i
",0.0035860047,0.37254706,0.6238669
"nice rant

true",0.009890462,0.13517779,0.85493183
I'll get circumcised again!,0.7861587,0.19494213,0.018899152
That impression of Elon was clutch,0.017185064,0.36061513,0.6221998
god bless you brother,0.00412832,0.07950765,0.916364
Hear hear ,0.1691467,0.6857832,0.14507009
Well said !!! Respect,0.013265258,0.11985744,0.8668773
Thank you!!!!!,0.0030585069,0.034627967,0.9623135
"BREAKING:

Euro-Med Monitor says Israel is harvesting organs from hundreds of dead Palestinians they hold  twitter.com/the_newarab/stâ¦",0.8035035,0.19089477,0.005601674
Absolutely spot on dude.,0.031605955,0.2697256,0.6986685
"Golda Meir, ""We can forgive the Arabs for killing our children. We cannot forgive them for forcing us to kill their children. We will only have peace with the Arabs when they love their children more, than they hate the Jews."" This is still true today in 2023",0.44533423,0.44791123,0.106754564
Inspiring.,0.008992034,0.1694335,0.82157445
I'm embarrassed at how bad I did ,0.91455096,0.073721714,0.01172723
My reaction,0.14973181,0.7215371,0.12873104
The Netanyahu voice impression is on point LOL,0.019425698,0.22509582,0.7554785
Bro you are A GOD's WORRIOR .,0.8116532,0.16325803,0.025088793
I think Zionist have videos of Elon masturbating.,0.5571146,0.42689642,0.015988963
"The occupation forces force the young man Osama al-Rajabi to demolish his own house in Beit Hanina, Jerusalem, under the threat of severe penalties and hefty fines. #News",0.88648677,0.10969019,0.0038229737
"I have never seen such a brave man like you in my entire life Lucas, respect",0.037525505,0.15227512,0.8101993
Look into Larry Sommers of open AI.,0.029820722,0.8413939,0.12878546
"Supporting the right thing without being attached to any movement is the best thing you can do for the world.

Too many are caught up in the tribal team picking aspect like this is a football match...",0.068483114,0.3344023,0.5971146
FREE PALESTINE,0.07827109,0.71625787,0.20547102
The Zionists bless you... O representatives of the Islamic world,0.42308977,0.47861007,0.098300226
"A beautiful way to say goodbye to our favorite anime...

The latest opening of #AttackOnTitan is a true masterpiece to listen to until the end of time.

And we explain why.
",0.0058175176,0.045916464,0.948266
Msikinna....heartbreaking,0.70485127,0.27248642,0.022662312
Brother are you from Gaza we truly adore you we love you so much but we can't do anything we are just bycotting and doing social media awareness in people to stand for you our goverment officials are doing nothing for you i don't have words for you even i want to welcome you all,0.07633611,0.16541728,0.7582466
Listen to this,0.042590063,0.7819797,0.17543025
Free the hostages,0.33055115,0.62987906,0.039569806
"She's saying "" Death to Israel""",0.7647302,0.2249733,0.010296489
Stop the genocide in Gaza! Stop the Israeli barbarism!,0.94924605,0.0472861,0.0034678704
In solidarity with ,0.011448419,0.47339734,0.51515424
Over 3000 pro-Palestine in northern Spain formed a massive mosaic with human chain depicting the Palestine flag to express their solidarity with Palestinians ,0.105570816,0.762561,0.13186812
Liars,0.86979157,0.11367147,0.016536977
GOD BLESS YEMEN,0.012402898,0.1743409,0.81325614
We Yemenis are with the people of Palestine with all our forces and we will not leave them or let down their victory until victory,0.06143244,0.59250444,0.34606317
Stand with Palestine,0.09349282,0.7823009,0.124206215
" #Breaking: Journalists Wael al-Dahdouh & Samer Abudaqa, reporting near a school in Gaza, were just injured.

Reminder: Since Oct 7, Israel has killed over 80 journalists, targeting those who dare to reveal their military's brutalities and terrorism. A clear assault on pressâ¦",0.9496541,0.04823513,0.0021107628
The whole world does! ,0.0775679,0.47880706,0.443625
Pray for Palestine ,0.055914477,0.71688026,0.22720523
"This is in Jordan since the beginning of the Israeli aggression on Gaza. They're chanting pro-Hamas slogans. ""all Jordanians are Hamsawyah ""which means all Jordanians are Hamas. 
This thing worried the American embassy. ",0.80101424,0.18859337,0.010392422
Pray for them,0.040743496,0.63482314,0.32443333
"take a good look...
   This man, whom they threw to the ground and kicked in the head many times, is a Journalist with a PRESS CARD.

   Believe me, if it were the police of our country and not the Israeli police in this video, if they had thrown such a journalist to the groundâ¦",0.77081907,0.21214722,0.017033683
#Yemen isnât joking..,0.44802582,0.48541656,0.06655757
"The failed Zionist narrative...
Doctor Nasr Imad Al-Madhoun is photographed by the Nazi Zionist army after he was kidnapped from Kamal Adwan Hospital and presented to the public naked while carrying a weapon..

This is a criminal, sadistic, and failed Nazi enemy.",0.9553331,0.042451985,0.0022149174
"Or is she trying to revive her son, who is infected with Jenin camp, after the occupation was prevented.#The Gaza war #Gaza_Aza",0.5821351,0.39914605,0.018718876
We support Gaza,0.015989484,0.29621196,0.68779856
"Calling out free people of the world.

20th of December!

Take out your money from banks, convert it to gold. Bleed the banks dry. 

Hurt our complicit governments. Stop the genocide. Repost! Like!",0.6189804,0.32963818,0.05138138
Free Palestine ,0.16074266,0.6534736,0.18578377
We stand with humanity,0.012715778,0.37140286,0.61588144
May they lose more ,0.7515262,0.23133771,0.017136134
"O Allah, protect and bring peace to Palestine. Ease their struggles and grant them justice. (Ameen)
#BoycottZara",0.055002496,0.6953027,0.2496947
Why do Love disappeared after marriage?,0.49124634,0.48869762,0.020056061
"Oh God, keep children in Palestine from all harm, and make them an asset for their country and the Islamic nation.",0.7414987,0.2445797,0.013921656
"O Allah, bless our master Muhammad, a prayer that we will save from all the horrors and pests, and all the needs are required, and we purify us from all bad deeds, and we raise them with you with the highest degrees, and inform us of the maximum purposes of all good things, and on his family and companions and grant us a lot",0.005529518,0.19260213,0.8018684
"Siyonist Yahudiler Katliam YapÄ±yor Hac Ve Mekke ZabÄ±tlarÄ± Ebu CHIHIL'IN TorunlarÄ±r!
The protectors of Hajj and Mecca are the GrandChildren of Abu Jahl! #Israilkatlediyor #Ebuuyeyde #hayirlicumarlar # Ø§ÙÙÙÙØ­Ø¯Ù #Heartattack #Kuduz |Yemen |Ø­ÙØ§Ø© Ø§ÙØ­Ø¬Ø¬ ÙÙÙØ© ÙÙ Ø£Ø¨Ø§Ø¯ Ø£Ø¨Ù Ø¬ÙÙ!",0.19159596,0.7312809,0.077123106
"ÙÙØ±ÙÙÙØ¹ÙÙÙØ§ ÙÙÙÙ Ø°ÙÙÙØ±ÙÙÙ
The mention of my Prophet will always be high",0.020974882,0.7530165,0.22600871
"A clip that burns the heart/{Some of them are those who spent we love it, and some of them are waiting for them and what they changed
It is not the one who met God on the martyrdom is the poor, but the poor one who remained with the two spectators.

We seek refuge in God from the oppression of men",0.17861089,0.6386826,0.18270645
"We Stand with Humanity, We Stand with Palestine ",0.014178867,0.5196403,0.46618083
 ISRAEL IS A TERRORIST STATE! ,0.9593765,0.036154922,0.0044685234
"May Allah continue to give courage to such a country and the rest of the countries that are sitting quietly, the powerful countries, give them a reason to stand up. There is no one to ask them",0.022670513,0.37402734,0.6033021
"The owner of this clip was martyred, pray for him with mercy",0.30276787,0.6199911,0.07724096
"Read the article ""Houthi Movement"" in Wikipedia : ",0.10078714,0.8451033,0.054109517
Wow,0.02431135,0.32794005,0.6477486
"â [We] did not come here to sign our death warrant. We came here to fight for 1.5C and for the only way to achieve that: a fossil fuel phase-outâ¦We will not go silently to our watery graves."" 
@SenatorJSilk
  Minister of Natural Resources and Commerce -Marshall Islands #COP28",0.29210868,0.5986516,0.10923976
Stand with Palestine ,0.08097308,0.7438433,0.17518364
Albert Einstein defending Humanity and showing concern about Palestine,0.02756243,0.65536726,0.3170703
Huge gathering in solidarity with palestine  in Yemen.,0.02403119,0.60880345,0.36716536
"Hey brother who scares like this
Will the child die in a joke
#Unprofessore2
#SISMO
#AUSVSPAK",0.8848458,0.10936614,0.0057880925
Great ,0.026402842,0.20950752,0.7640896
Peace Love we want,0.01958756,0.32103407,0.65937835
Jackson Hinkle should move to Gaza.,0.20723554,0.7638572,0.02890725
The Egypt should just let people through and the invasion on Gaza will stop then and there.,0.36395577,0.5952913,0.040752895
"Masha Allah, it will be like this one day or the other, Inshallah, it will be with Palestine and may Allah help them.",0.020046279,0.6902767,0.28967702
I wish every muslim country stand like this,0.24815229,0.6652657,0.086582005
Close-up : What Yemen under the Houthi movement looks like (2) :,0.15730749,0.8249521,0.017740374
Gaza,0.28687686,0.5820376,0.13108549
We stand with Palestine,0.02939658,0.58046037,0.390143
Thank you so much Yemen government and Yemen people's.,0.0045348015,0.049951337,0.9455138
I stand with Palestine,0.03167768,0.62123764,0.3470846
"âItâs completely inappropriate for an autocratic state â even at armâs length â to be the owner of The Telegraph and The Spectator.â -ex-MI6 Chief-Sir Richard Dearlove, 
@guardian
 . #Telegraph #uk",0.85032326,0.13835202,0.011324745
We All stands with Palestine ,0.020673098,0.5190866,0.4602403
Israel has no history but criminal record,0.9131406,0.08322446,0.0036349352
Indeed,0.12945355,0.60716283,0.26338357
Save Palestine,0.20153004,0.6914941,0.10697586
Yemen stand,0.11931861,0.77112204,0.109559365
Proud of Yemen!! Better than Saudis ngl,0.004477923,0.042722072,0.9528
There is no god but God alone who has no partner.,0.48462415,0.485297,0.030078834
Stand with Gaza,0.09926793,0.794585,0.10614706
Free Gaza,0.17969507,0.6918202,0.12848465
bitter truth,0.43021798,0.51292115,0.056860887
Save gaza,0.14517565,0.70949507,0.14532931
We stand with peatine,0.015252817,0.5243203,0.46042687
Solute for yamen,0.038905967,0.76047486,0.20061916
Yemen are taking it too personal. They are taking the elder brother position that should be taken by Iran.,0.5643466,0.42154095,0.0141124185
long live hamas,0.033943042,0.559719,0.40633798
All solidarity with Palestine ,0.02189584,0.5017707,0.47633353
Close-up : What Yemen under the Houthi movement looks like :,0.18159302,0.8003695,0.018037403
"âWorking for a UAE newspaper was fabulous - until we were censoredâ -
@Telegraph
 . #UAE",0.10934075,0.365824,0.5248352
And that is not even the whole country,0.44738778,0.5057216,0.046890557
Must watch coverage. . . HELP IS NEEDED,0.084682465,0.36023438,0.55508316
This gives me peace,0.0028821453,0.051592153,0.94552577
Good,0.06079346,0.32942808,0.60977846
"There was a Yemeni but a traitor.. 
@JustLuai",0.74607205,0.24017647,0.013751441
We stand for justice and peace,0.019532474,0.40992555,0.570542
The only country who has spine to stand against all the odds.,0.018830255,0.37540555,0.6057642
"world should unite, embrace peace and humanity",0.0072698514,0.17095287,0.8217773
Proud yemeni,0.0037766271,0.11792354,0.8782998
Allahuakbar Allahuakbar,0.1391856,0.8092505,0.051563907
Save palestine save humanity,0.2035243,0.6439268,0.15254894
May Allah bless the innocent people of Palestine,0.036754735,0.2767231,0.6865222
"Absolutely COLOSSAL protest for Palestine happening today in Yemen.

The resilient Yemeni people have been marching, in their millions, every week and weekend since October 7th, showing unwavering solidarity with Gaza.",0.05011138,0.5623646,0.387524
Historic gathering,0.031270146,0.8413807,0.1273491
that's a million people,0.26974803,0.6443491,0.08590292
Yemen people  love you guys for this. For our brothers and sisters and little kids of Palestine,0.0047609676,0.04423568,0.9510033
"ÙØ¹ ØªØ±Ø¬ÙØ© Ø¥ÙØ¬ÙÙØ²ÙØ© | ""There is an English translation for the article.""
ten myths about israel 
Ø¹Ø´Ø± Ø®Ø±Ø§ÙØ§Øª Ø¹Ù Ø¥Ø³Ø±Ø§Ø¦ÙÙ 
Ø§ÙÙØªØ§Ø¨ Ø§ÙØ°Ù ÙØ¬Ø¨ Ø£Ù ÙÙÙØ±Ø£ ÙÙ ÙÙ Ø§ÙØ¹Ø§ÙÙ",0.2330439,0.70894605,0.058010016
Lol. They come in tanks & leave in helicopters,0.17896613,0.690537,0.13049686
